Id,Country,A01_interview_date,A03_quest_no,A04_start,A05_end,A06_province,A07_district,A08_ward,A09_village,A11_years_farm,A12_agr_assoc,B_no_membrs,_members_count,B11_remittance_money,B16_years_liv,B17_parents_liv,B18_sp_parents_liv,B19_grand_liv,B20_sp_grand_liv,C01_respondent_roof_type,C02_respondent_wall_type,C03_respondent_floor_type,C04_window_type,C05_buildings_in_compound,C06_rooms,C07_other_buildings,D_no_plots,D_plots_count,E01_water_use,E_no_group_count,E_yes_group_count,E17_no_enough_water,E18_months_no_water,E19_period_use,E20_exper_other,E21_other_meth,E22_res_change,E23_memb_assoc,E24_resp_assoc,E25_fees_water,E26_affect_conflicts,F04_need_money,F05_money_source,F05_money_source_other,F08_emply_lab,F09_du_labour,F10_liv_owned,F10_liv_owned_other,F_liv_count,F12_poultry,F13_du_look_aftr_cows,F14_items_owned,G01_no_meals,G02_months_lack_food,G03_no_food_mitigation,gps:Latitude,gps:Longitude,gps:Altitude,gps:Accuracy,instanceID
125,Moz,03/06/2017,191,2017-06-03T15:54:03.000Z,2017-06-03T16:17:26.000Z,Manica,Manica,Bandula,Ruaca,3,no,10,10,no,5,yes,no,yes,no,mabatisloping,burntbricks,cement,yes,1,4,yes,2,2,yes,,2.0,yes,"['Sept', 'Oct', 'Nov']",3.0,yes,no,,no,,no,never,no,,,no,no,['cows'],,1,yes,no,"['radio', 'cow_plough', 'solar_panel', 'solar_torch', 'mobile_phone']",2,"['Oct', 'Nov', 'Dec']","['go_forest', 'lab_ex_food']",-19.11219207,33.48338051,709.0,9.0,uuid:dad53aff-b520-4015-a9e3-f5fdf9168fe1
126,Moz,03/06/2017,192,2017-06-03T16:17:55.000Z,2017-06-03T17:16:39.000Z,Manica,Manica,Bandula,Chirodzo,15,yes,9,9,no,20,yes,yes,yes,yes,grass,burntbricks,cement,yes,4,1,no,3,3,yes,,3.0,yes,"['Sept', 'Nov']",5.0,yes,no,,no,,no,once,no,,,yes,yes,['none'],,1,yes,no,"['bicycle', 'television', 'radio', 'sterio', 'solar_panel', 'solar_torch', 'table', 'mobile_phone']",3,"['Jan', 'Nov', 'Dec']",['borrow_food'],-19.11215404,33.48335905,705.0,4.0,uuid:f94409a6-e461-4e4c-a6fb-0072d3d58b00
127,Moz,18/05/2017,126,2017-05-18T04:13:37.000Z,2017-05-18T04:35:47.000Z,Manica,Manica,Bandula,Ruaca,5,yes,3,3,no,7,yes,yes,yes,yes,grass,burntbricks,earth,no,1,1,no,2,2,yes,,2.0,yes,"['Sept', 'Oct', 'Nov']",4.0,yes,no,,no,,no,more_once,no,,,yes,yes,"['oxen', 'cows', 'goats']",,3,yes,no,"['motorcyle', 'radio', 'solar_panel']",3,"['Oct', 'Nov', 'Dec']","['rely_less_food', 'lab_ex_food']",-19.11219355,33.48337856,700.0,7.0,uuid:69caea81-a4e5-4e8d-83cd-9c18d8e8d965
128,Moz,04/06/2017,193,2017-06-04T09:36:20.000Z,2017-06-04T10:13:32.000Z,Manica,Manica,Bandula,Ruaca,10,no,7,7,no,10,no,no,no,no,mabatisloping,cement,cement,yes,3,3,yes,4,4,yes,,4.0,yes,"['Oct', 'Nov', 'Dec']",10.0,yes,no,,no,,no,more_once,no,,,no,yes,"['oxen', 'cows', 'goats']",,3,no,no,"['car', 'lorry', 'television', 'radio', 'sterio', 'cow_plough', 'solar_torch', 'electricity', 'table', 'sofa_set', 'mobile_phone', 'fridge']",3,['none'],['na'],-19.11215668,33.48339039,720.0,9.0,uuid:5ccc2e5a-ea90-48b5-8542-69400d5334df
129,Moz,04/06/2017,194,2017-06-04T10:13:36.000Z,2017-06-04T10:32:06.000Z,Manica,Manica,Bandula,Ruaca,5,no,4,4,no,5,no,no,yes,no,grass,muddaub,earth,no,2,1,no,2,2,yes,,2.0,yes,"['Aug', 'Sept', 'Oct']",2.0,yes,no,,no,,no,more_once,no,,,no,yes,['poultry'],,1,no,no,"['radio', 'solar_panel', 'solar_torch', 'mobile_phone']",3,"['Sept', 'Oct', 'Nov']",['lab_ex_food'],-19.11227133,33.48347111,719.0,10.0,uuid:95c11a30-d44f-40c4-8ea8-ec34fca6bbbf
130,Moz,04/06/2017,199,2017-06-04T10:33:55.000Z,2017-06-04T10:52:22.000Z,Manica,Manica,Bandula,Chirodzo,17,yes,7,7,no,17,no,no,no,no,mabatisloping,burntbricks,cement,yes,1,2,no,2,2,yes,,2.0,yes,"['Sept', 'Oct', 'Nov']",6.0,yes,no,,yes,yes,no,more_once,yes,"['farming', 'business']",,yes,no,"['oxen', 'cows']",,2,yes,no,"['cow_cart', 'lorry', 'motorcyle', 'computer', 'television', 'radio', 'sterio', 'cow_plough', 'solar_panel', 'solar_torch', 'electricity', 'mobile_phone']",3,"['Nov', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals', 'restrict_adults', 'lab_ex_food']",-19.11227751,33.48338952,711.0,5.0,uuid:ffc83162-ff24-4a87-8709-eff17abc0b3b
131,Moz,04/06/2017,200,2017-06-04T10:52:46.000Z,2017-06-04T11:08:13.000Z,Manica,Manica,Bandula,Chirodzo,20,yes,8,8,no,20,no,yes,no,yes,mabatisloping,burntbricks,cement,no,1,2,yes,2,2,no,2.0,,,,,,,,,,,,,,,no,yes,"['oxen', 'goats', 'pigs']",,3,yes,no,"['radio', 'cow_plough', 'solar_panel', 'solar_torch', 'table', 'mobile_phone']",3,"['Oct', 'Nov']","['rely_less_food', 'restrict_adults', 'borrow_food']",-19.11218302,33.48337175,681.0,20.0,uuid:aa77a0d7-7142-41c8-b494-483a5b68d8a7
132,Moz,11/04/2017,2,2017-04-11T14:13:11.000Z,2017-04-13T06:46:37.000Z,Nampula,Nampula,Namikopo,Namikopo,2,no,6,6,yes,4,no,no,no,no,grass,muddaub,earth,no,1,2,no,2,2,no,2.0,,,,,,,,,,,,,,,no,no,['none'],,1,no,no,,2,"['Feb', 'Mar', 'Apr']","['rely_less_food', 'limit_portion', 'borrow_food', 'no_food', 'lab_ex_food']",-19.11215974,33.48339748,719.0,5.0,uuid:159cb921-0c77-4e1e-aedc-5eba3e9102a3
133,Moz,12/04/2017,4,2017-04-12T07:44:51.000Z,2017-04-13T06:45:59.000Z,Nampula,Nampula,Namikopo,Namikopo,12,no,2,2,no,65,no,no,no,yes,mabatisloping,muddaub,earth,no,1,2,yes,3,3,no,3.0,,,,,,,,,,,,,,,no,no,['none'],,1,no,no,,2,"['Jan', 'Feb', 'Mar']",['limit_variety'],-19.04475097,33.40409627,739.0,49.0,uuid:7a594aa8-231d-4086-b072-d9b3c2ccfb42
134,Moz,17/06/2017,1,2017-06-17T06:02:27.000Z,2017-06-17T06:50:50.000Z,Sofala,Nhamatanda,Lamego,Nhansato,7,yes,5,5,yes,9,yes,yes,yes,yes,mabatisloping,burntbricks,earth,no,3,3,yes,4,4,yes,,4.0,no,,7.0,yes,no,,yes,yes,no,never,no,,,yes,no,"['goats', 'pigs']",,2,yes,no,"['bicycle', 'radio', 'solar_panel', 'solar_torch', 'table', 'mobile_phone']",2,['none'],['na'],-19.38398448,34.36420606,23.0,4.0,uuid:cf33dea7-7fdb-43f9-8b9f-c5d92d63a1c7
135,Moz,17/06/2017,4,2017-06-17T06:53:26.000Z,2017-06-17T07:28:07.000Z,Sofala,Nhamatanda,Lamego,Nhansato,9,yes,7,7,no,27,yes,no,yes,no,grass,burntbricks,earth,no,1,2,no,3,3,yes,,3.0,no,,2.0,yes,no,,yes,yes,no,never,no,,,no,yes,['sheep'],,1,yes,no,"['bicycle', 'radio', 'solar_panel', 'solar_torch', 'mobile_phone']",3,"['Jan', 'Oct', 'Nov', 'Dec']","['limit_variety', 'lab_ex_food']",-19.38389493,34.36418707,32.0,11.0,uuid:d4934aad-96e2-43c7-8d82-1c14bbd20e0d
136,Moz,17/06/2017,9,2017-06-17T07:32:09.000Z,2017-06-17T07:57:24.000Z,Sofala,Nhamatanda,Lamego,Nhansato,22,yes,2,2,no,22,no,no,no,no,grass,muddaub,earth,no,1,2,no,3,3,yes,,3.0,yes,"['May', 'June', 'July', 'Aug', 'Sept', 'Oct']",22.0,yes,no,,yes,no,no,never,no,,,no,no,"['pigs', 'poultry']",,2,no,no,"['bicycle', 'radio', 'solar_panel', 'mobile_phone']",3,"['Jan', 'Feb', 'Mar', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals', 'lab_ex_food']",-19.38410401,34.36431072,-4.0,30.0,uuid:50e494bc-e0bf-4910-92a8-a7646a93256d
137,Moz,17/06/2017,10,2017-06-17T07:57:47.000Z,2017-06-17T08:29:56.000Z,Sofala,Nhamatanda,Lamego,Nhansato,20,yes,8,8,no,20,no,no,no,no,grass,muddaub,earth,no,3,2,no,2,2,yes,,2.0,yes,"['June', 'July', 'Aug', 'Sept', 'Oct', 'Nov', 'Dec']",20.0,no,no,,yes,no,no,never,no,,,yes,yes,"['pigs', 'poultry']",,2,no,no,"['bicycle', 'radio', 'sterio', 'solar_torch', 'mobile_phone']",3,"['Jan', 'Feb', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals', 'borrow_food', 'go_forest', 'lab_ex_food']",-19.38402658,34.36435587,-3.0,10.0,uuid:242648cb-a33c-44a2-a25d-1b48aaad0236
138,Moz,17/06/2017,3,2017-06-17T08:33:09.000Z,2017-06-17T08:51:21.000Z,Sofala,Nhamatanda,Lamego,Nhansato,20,no,4,4,no,4,no,no,no,no,grass,burntbricks,earth,no,1,1,no,3,3,yes,,3.0,no,,3.0,yes,no,,no,,no,never,no,,,yes,yes,['goats'],,1,yes,yes,"['radio', 'solar_panel', 'solar_torch', 'mobile_phone']",3,"['Jan', 'Nov', 'Dec']","['rely_less_food', 'restrict_adults', 'lab_ex_food']",-19.38403877,34.36428872,3.0,12.0,uuid:7de16ed6-a6f8-45ec-ac34-b1b3f5cc09bd
139,Moz,17/06/2017,25,2017-06-17T08:51:24.000Z,2017-06-23T14:42:33.000Z,Sofala,Nhamatanda,Lamego,Nhansato,45,no,5,5,no,65,no,no,no,no,grass,sunbricks,earth,no,2,2,no,1,1,yes,,1.0,yes,"['Oct', 'Nov']",4.0,yes,no,,no,,no,never,no,,,yes,yes,['none'],,1,yes,no,['solar_panel'],3,"['Sept', 'Oct', 'Nov']","['limit_portion', 'reduce_meals', 'lab_ex_food']",-19.38397881,34.36433516,28.0,8.0,uuid:7ef28793-6419-4763-85a3-6f0b96694b37
140,Moz,22/06/2017,2,2017-06-22T07:32:51.000Z,2017-06-22T08:15:21.000Z,Sofala,Nhamatanda,Lamego,Nhansato,25,no,5,5,yes,25,no,no,no,no,grass,burntbricks,earth,no,1,1,yes,3,3,yes,,3.0,no,,8.0,yes,no,,no,,no,never,no,,,yes,yes,['none'],,1,yes,no,"['bicycle', 'radio', 'solar_panel', 'solar_torch', 'mobile_phone']",2,"['Jan', 'Feb', 'Nov', 'Dec']","['rely_less_food', 'borrow_food', 'lab_ex_food']",-19.29882071,34.38481958,-8.0,13.0,uuid:08e76e63-8959-4264-be56-4fff09944483
141,Moz,22/06/2017,6,2017-06-22T08:29:23.000Z,2017-06-22T09:05:15.000Z,Sofala,Nhamatanda,Lamego,Nhansato,20,no,8,8,no,32,yes,yes,yes,yes,grass,sunbricks,earth,no,1,2,no,3,3,yes,,3.0,no,,20.0,yes,no,,no,,no,never,yes,['farming'],,yes,no,"['goats', 'pigs']",,2,yes,no,"['bicycle', 'radio', 'solar_torch']",3,"['Jan', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'borrow_food', 'lab_ex_food']",-19.29897236,34.38478469,16.0,5.0,uuid:aaee5983-ca3e-4554-ac9d-9afb13c15a29
142,Moz,22/06/2017,7,2017-06-22T09:06:11.000Z,2017-06-22T09:37:32.000Z,Sofala,Nhamatanda,Lamego,Nhansato,7,yes,6,6,yes,11,yes,yes,yes,yes,grass,sunbricks,earth,no,2,1,no,5,5,yes,,5.0,no,,6.0,yes,no,,no,,no,never,no,,,no,no,['none'],,1,yes,yes,"['bicycle', 'radio', 'solar_torch', 'mobile_phone']",3,"['Jan', 'Feb']","['limit_variety', 'reduce_meals', 'borrow_food', 'lab_ex_food']",-19.29892635,34.38484077,32.0,5.0,uuid:d659f3b6-b330-4a4f-be95-b6e49ade3278
143,Moz,22/06/2017,8,2017-06-22T09:39:40.000Z,2017-06-22T09:56:02.000Z,Sofala,Nhamatanda,Lamego,Nhansato,7,no,5,5,no,7,yes,no,yes,no,grass,sunbricks,earth,no,2,1,no,2,2,yes,,2.0,no,,7.0,yes,no,,no,,no,never,no,,,no,no,['none'],,1,yes,no,"['sterio', 'solar_torch', 'mobile_phone']",3,"['Jan', 'Feb']","['rely_less_food', 'borrow_food', 'lab_ex_food']",-19.29895979,34.38482849,43.0,5.0,uuid:4694511b-602c-4dc5-8602-14a867c71c08
144,Moz,22/06/2017,11,2017-06-22T10:02:35.000Z,2017-06-22T11:42:16.000Z,Sofala,Nhamatanda,Lamego,Nhansato,12,no,8,8,yes,12,no,no,no,no,grass,muddaub,earth,no,2,1,no,2,2,yes,,2.0,yes,"['Aug', 'Sept', 'Oct']",12.0,yes,no,,no,,no,never,no,,,no,yes,"['pigs', 'poultry']",,2,yes,no,"['bicycle', 'radio', 'sterio', 'mobile_phone']",2,"['Jan', 'Feb']","['rely_less_food', 'limit_variety', 'borrow_food', 'day_night_hungry', 'lab_ex_food']",-19.40661027,34.43743139,17.0,6.0,uuid:c959b0d3-7ebb-4a10-8cdf-d5badb3be296
145,Moz,22/06/2017,12,2017-06-22T11:48:38.000Z,2017-06-22T12:18:31.000Z,Sofala,Nhamatanda,Lamego,Nhansato,43,yes,6,6,no,43,no,yes,no,yes,grass,sunbricks,earth,no,1,3,yes,2,2,no,2.0,,,,,,,,,,,,,,,yes,no,['none'],,1,yes,no,"['bicycle', 'radio', 'solar_panel', 'mobile_phone']",3,"['Jan', 'Feb', 'Dec']","['rely_less_food', 'limit_variety', 'borrow_food', 'go_forest']",-19.40658067,34.4374628,-5.0,5.0,uuid:bc54082a-baef-4635-ac72-58e5011a0aa7
146,Moz,23/06/2017,13,2017-06-23T06:57:40.000Z,2017-06-23T07:31:36.000Z,Sofala,Nhamatanda,Lamego,Nhansato,23,yes,3,3,no,23,no,no,no,no,grass,sunbricks,cement,no,2,1,no,3,3,yes,,3.0,yes,"['Sept', 'Oct', 'Nov']",23.0,yes,yes,['cheaper'],yes,yes,no,never,no,,,yes,no,"['poultry', 'none']",,2,yes,no,"['television', 'tractor', 'solar_panel', 'mobile_phone']",2,"['Jan', 'Feb']",['limit_variety'],-19.2879417,34.20577802,62.0,4.0,uuid:9b7d8a74-1586-49fb-9783-cd8752442ac5
147,Moz,23/06/2017,14,2017-06-23T07:34:58.000Z,2017-06-23T07:58:36.000Z,Sofala,Nhamatanda,Lamego,Nhansato,42,yes,7,7,no,42,no,no,no,no,grass,sunbricks,earth,no,2,2,no,3,3,yes,,3.0,yes,['Aug'],22.0,yes,no,,no,,no,never,no,,,no,no,['poultry'],,1,yes,no,"['motorcyle', 'radio', 'sterio', 'solar_panel', 'mobile_phone']",2,"['Jan', 'Feb', 'Dec']","['rely_less_food', 'reduce_meals', 'go_forest']",-19.290154,34.20626915,60.0,5.0,uuid:4c96ef7f-e5f8-429a-9593-93cb4663b0cf
148,Moz,23/06/2017,15,2017-06-23T08:01:44.000Z,2017-06-23T08:34:34.000Z,Sofala,Nhamatanda,Lamego,Nhansato,42,yes,7,7,no,42,no,no,no,no,grass,muddaub,earth,no,2,2,no,2,2,yes,,2.0,yes,"['June', 'July', 'Aug', 'Sept', 'Oct']",42.0,yes,no,,no,,no,never,no,,,no,no,['none'],,1,yes,no,"['bicycle', 'radio', 'cow_plough', 'solar_panel', 'table', 'mobile_phone']",3,"['Jan', 'Feb']","['rely_less_food', 'limit_portion', 'lab_ex_food']",-19.27281975,34.20381567,75.0,5.0,uuid:d59a5dfa-65a0-45c6-b2f2-43c0e563674a
149,Moz,23/06/2017,16,2017-06-23T08:48:54.000Z,2017-06-23T09:19:03.000Z,Sofala,Nhamatanda,Lamego,Nhansato,25,yes,5,5,no,25,no,no,no,no,grass,burntbricks,earth,no,2,4,yes,4,4,no,4.0,,,,,,,,,,,,,,,no,no,['goats'],,1,yes,no,"['bicycle', 'radio', 'table', 'mobile_phone']",3,"['Jan', 'Feb', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals']",-19.30333993,34.25722303,45.0,5.0,uuid:64589d7b-4120-4fbd-a27e-425518a7bc6a
150,Moz,23/06/2017,5,2017-06-23T09:23:41.000Z,2017-06-24T11:26:57.000Z,Sofala,Nhamatanda,Lamego,Nhansato,18,no,5,5,no,22,yes,yes,yes,yes,grass,sunbricks,earth,no,1,1,no,2,2,yes,,2.0,no,,4.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,yes,no,"['bicycle', 'radio', 'solar_panel', 'solar_torch', 'mobile_phone']",3,"['Jan', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'lab_ex_food']",-19.35829038,34.29253063,3.0,5.0,uuid:fc0d05dd-6da5-4c2c-8682-9b8ee61486d9
151,Moz,23/06/2017,17,2017-06-23T09:50:58.000Z,2017-06-23T10:10:02.000Z,Sofala,Nhamatanda,Lamego,Nhansato,11,yes,5,5,no,11,no,yes,no,no,grass,burntbricks,earth,no,1,2,no,3,3,no,3.0,,,,,,,,,,,,,,,no,yes,['none'],,1,yes,no,['radio'],3,"['Sept', 'Oct', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals', 'lab_ex_food']",-19.3738386,34.2538116,19.0,5.0,uuid:30781fce-6e6b-404b-80aa-d3db1b99094c
152,Moz,23/06/2017,18,2017-06-23T10:12:02.000Z,2017-06-23T11:19:22.000Z,Sofala,Nhamatanda,Lamego,Nhansato,42,yes,6,6,yes,45,no,no,no,no,grass,muddaub,earth,no,2,2,no,4,4,yes,,4.0,no,,21.0,yes,no,,no,,no,never,no,,,yes,yes,['none'],,1,yes,no,"['bicycle', 'sterio', 'solar_panel', 'solar_torch', 'mobile_phone']",3,"['Jan', 'Feb', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'lab_ex_food']",-19.36809049,34.26296784,46.0,5.0,uuid:51a4408e-bc77-4c47-9c43-fee305a8ead2
153,Moz,23/06/2017,19,2017-06-23T10:36:58.000Z,2017-06-23T10:55:30.000Z,Sofala,Nhamatanda,Lamego,Nhansato,45,yes,2,2,no,45,no,no,no,no,grass,muddaub,earth,no,2,1,no,3,3,no,3.0,,,,,,,,,,,,,,,no,no,['none'],,1,no,no,,3,"['Jan', 'Feb', 'Mar', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'limit_portion', 'reduce_meals', 'no_food']",-19.32893291,34.31076777,24.0,10.0,uuid:dc799843-449c-42a9-9abb-7d62a982ea8f
154,Moz,23/06/2017,20,2017-06-23T10:55:59.000Z,2017-06-23T11:16:19.000Z,Sofala,Nhamatanda,Lamego,Nhansato,49,yes,5,5,no,45,no,no,no,no,grass,sunbricks,earth,yes,1,1,no,3,3,no,3.0,,,,,,,,,,,,,,,yes,no,['none'],,1,yes,no,['bicycle'],3,"['Jan', 'Feb', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals']",-19.28611445,34.22582387,43.0,4.0,uuid:983add41-b0c8-4e9b-aa1e-85debbb240f2
155,Moz,24/06/2017,21,2017-06-24T09:14:05.000Z,2017-06-24T09:33:14.000Z,Sofala,Nhamatanda,Lamego,Nhansato,8,no,6,6,no,8,no,yes,no,no,grass,muddaub,earth,no,1,3,yes,2,2,no,2.0,,,,,,,,,,,,,,,yes,no,"['pigs', 'poultry']",,2,no,no,"['television', 'radio', 'mobile_phone']",3,"['Jan', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals']",-19.1115242,33.4760439,0.0,22.318,uuid:416fdd6d-f0bb-413d-aa40-602ea2c7c146
156,Moz,24/06/2017,22,2017-06-24T09:33:20.000Z,2017-06-24T09:45:32.000Z,Sofala,Nhamatanda,Lamego,Nhansato,7,no,5,5,no,7,no,no,no,no,grass,sunbricks,earth,no,1,1,yes,3,3,yes,,3.0,no,,4.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,yes,no,['solar_panel'],3,"['Jan', 'Oct', 'Nov', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals']",-19.1115242,33.4760439,0.0,21.953,uuid:cf678826-6a9e-4ce2-ada1-569d2c6939c1
157,Moz,24/06/2017,23,2017-06-24T10:02:09.000Z,2017-06-24T10:24:01.000Z,Sofala,Nhamatanda,Lamego,Nhansato,50,yes,3,3,yes,50,no,no,no,no,grass,sunbricks,earth,no,2,1,no,4,4,yes,,4.0,no,,30.0,yes,no,,no,,no,never,no,,,yes,no,['none'],,1,yes,no,,3,"['Nov', 'Dec']","['rely_less_food', 'limit_variety', 'reduce_meals']",-19.1115117,33.4760548,0.0,21.977,uuid:32f32401-eb07-4c11-9b2a-5ab765ecf614
158,Moz,24/06/2017,24,2017-06-24T10:24:04.000Z,2017-06-24T11:05:56.000Z,Sofala,Nhamatanda,Lamego,Nhansato,3,no,5,5,no,3,no,no,no,no,grass,sunbricks,earth,no,1,1,no,2,2,yes,,2.0,no,,3.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,yes,no,,3,"['Jan', 'Feb', 'Dec']","['rely_less_food', 'limit_variety', 'limit_portion', 'reduce_meals', 'lab_ex_food']",-19.11154348,33.4761323,705.0,54.0,uuid:da757d90-8245-42e7-bc00-4fe1e352eb7b
159,Moz,17/06/2017,26,2017-06-17T09:17:09.000Z,2017-06-22T09:59:04.000Z,Sofala,Nhamatanda,Lamego,Nhansato,12,no,5,5,no,35,yes,yes,yes,yes,grass,sunbricks,earth,no,1,2,no,1,1,no,1.0,,,,,,,,,,,,,,,yes,yes,['none'],,1,no,no,"['bicycle', 'table']",3,"['Oct', 'Nov']","['reduce_meals', 'lab_ex_food']",-19.38400777,34.36429742,5.0,5.0,uuid:b4d6edf2-de19-4e7a-8e12-cf8c7239c0e0
160,Moz,24/06/2017,27,2017-06-24T11:06:28.000Z,2017-06-24T11:25:22.000Z,Sofala,Nhamatanda,Lamego,Nhansato,20,no,10,10,no,10,no,no,no,no,grass,sunbricks,earth,no,2,2,no,1,1,yes,,1.0,no,,20.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,yes,no,,2,"['Oct', 'Nov']","['reduce_meals', 'lab_ex_food']",-19.1114983,33.47606917,707.0,66.0,uuid:06d21f6d-62ab-484d-80a6-a5ef3e67043a
161,Moz,24/06/2017,28,2017-06-24T16:30:56.000Z,2017-06-24T17:47:34.000Z,Sofala,Nhamatanda,Lamego,Nhansato,45,no,4,4,no,40,no,no,no,no,grass,sunbricks,earth,no,2,2,no,2,2,yes,,2.0,no,,20.0,yes,no,,no,,no,never,no,,,no,no,['none'],,1,no,no,,2,['none'],"['reduce_meals', 'day_night_hungry', 'seek_government']",-19.11219076,33.48338349,704.0,9.0,uuid:c5f16ba4-bb4f-4878-9e10-e76803df9cd5
162,Moz,25/06/2017,29,2017-06-25T06:39:20.000Z,2017-06-25T07:09:00.000Z,Sofala,Nhamatanda,Lamego,Nhansato,50,no,6,6,no,45,no,no,no,no,grass,sunbricks,earth,no,2,2,yes,2,2,yes,,2.0,no,,2.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,no,no,,3,"['Aug', 'Sept', 'Oct']","['limit_portion', 'reduce_meals', 'lab_ex_food']",-19.11203235,33.48332918,768.0,15.0,uuid:58b0e9c3-6fff-4f22-9ff0-670911e2d97c
163,Moz,25/06/2017,30,2017-06-25T07:09:03.000Z,2017-06-25T07:28:19.000Z,Sofala,Nhamatanda,Lamego,Nhansato,10,no,8,8,no,10,no,no,no,no,grass,sunbricks,earth,no,3,2,no,2,2,yes,,2.0,yes,"['Sept', 'Oct', 'Nov']",10.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,no,no,['bicycle'],2,"['Sept', 'Oct', 'Nov']","['reduce_meals', 'lab_ex_food']",-19.1121875,33.4834042,712.0,8.0,uuid:102746ea-822f-4d36-972b-b9054522b35e
164,Moz,25/06/2017,31,2017-06-25T07:29:15.000Z,2017-06-25T07:46:38.000Z,Sofala,Nhamatanda,Lamego,Nhansato,31,no,8,8,no,1,no,no,no,no,grass,sunbricks,earth,no,1,1,yes,1,1,yes,,1.0,no,,1.0,yes,no,,no,,no,never,no,,,yes,no,['poultry'],,1,yes,no,['bicycle'],3,"['Aug', 'Sept', 'Oct']","['rely_less_food', 'limit_portion', 'reduce_meals']",-19.11230668,33.48348781,698.0,9.0,uuid:68f7f590-c5d6-460a-a3fa-0715eed8412c
165,Moz,25/06/2017,32,2017-06-25T07:46:55.000Z,2017-06-25T08:08:01.000Z,Sofala,Nhamatanda,Lamego,Nhansato,46,no,7,7,no,46,no,no,no,no,grass,sunbricks,earth,no,4,1,no,2,2,yes,,2.0,no,,46.0,yes,no,,no,,no,never,no,,,yes,no,"['pigs', 'poultry']",,2,no,no,['bicycle'],3,['Jan'],"['rely_less_food', 'limit_portion', 'reduce_meals']",-19.11216152,33.48332066,719.0,11.0,uuid:4cab3d08-26cf-4b90-8fdb-78b0f8b9f250
166,Moz,25/06/2017,33,2017-06-25T08:28:37.000Z,2017-06-25T08:40:18.000Z,Sofala,Nhamatanda,Lamego,Nhansato,35,no,3,3,no,30,no,no,no,no,grass,sunbricks,earth,no,2,1,no,2,2,yes,,2.0,no,,35.0,yes,no,,no,,no,never,no,,,no,yes,['none'],,1,no,no,,3,['none'],"['limit_variety', 'limit_portion', 'lab_ex_food']",-19.11221439,33.48344455,689.0,7.0,uuid:b9007988-8d49-444f-946f-f889a3ef4bd9
167,Moz,25/06/2017,34,2017-06-25T08:40:21.000Z,2017-06-25T08:53:50.000Z,Sofala,Nhamatanda,Lamego,Nhansato,30,no,4,4,no,40,no,no,no,no,grass,sunbricks,earth,no,3,2,no,1,1,yes,,1.0,no,,30.0,yes,no,,no,,no,never,no,,,yes,yes,['none'],,1,no,no,['bicycle'],3,"['Aug', 'Sept', 'Oct']","['reduce_meals', 'lab_ex_food']",-19.11204515,33.4832909,809.0,11.0,uuid:f97ce99d-69d3-476a-804f-f53f23c69c8a
168,Moz,25/06/2017,35,2017-06-25T08:54:26.000Z,2017-06-25T09:39:18.000Z,Sofala,Nhamatanda,Lamego,Nhansato,5,no,5,5,yes,5,no,no,no,no,grass,sunbricks,earth,no,2,2,yes,2,2,yes,,2.0,no,,5.0,yes,no,,no,,no,never,no,,,yes,yes,"['pigs', 'poultry']",,2,no,no,"['bicycle', 'solar_panel', 'table', 'mobile_phone']",3,"['Jan', 'Feb']","['limit_variety', 'reduce_meals']",-19.11227976,33.48338034,718.0,10.0,uuid:a5ebfca2-2c3f-4288-9fb7-d0b02096e714
169,Moz,25/06/2017,36,2017-06-25T13:09:17.000Z,2017-06-25T13:31:12.000Z,Sofala,Nhamatanda,Tica,Nhansato,10,no,1,1,no,36,yes,yes,yes,yes,grass,sunbricks,earth,no,1,1,no,1,1,yes,,1.0,no,,10.0,yes,no,,no,,no,never,no,,,yes,no,['none'],,1,no,no,,3,"['Jan', 'Dec']","['limit_portion', 'reduce_meals']",-19.11220854,33.48338486,698.0,7.0,uuid:ec19828c-e352-4c18-b661-b11d44f21d4e
